body,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,158.4066156029551237031,-230.84330853872689834854,0,3.32465533587585334636,-5.3939224679757098358,0
1,664.19055041316326827664,-627.1820425080245447766,0,14.79141512691131182713,-13.9109533981802946248,0
2,-1361.03092946724001512457,1595.5396467609164363487,0,-30.11413363149138409496,35.31242307829538064795,0
