step,time,body,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,energy,momentum_x,momentum_y
140,1.400000,2,2.22273777816188724627,-7.02914979442561786515,0,-0.03389943950489859035,3.8530494612327054008,0,-16830.4598833235600304438,124.9999999999999994552,950.00000000000000107607
150,1.500000,0,10.2254485238441462036,2.457596694963525341,0,-1.360427738763540342,-2.41169340613440788106,0,-16830.4598832743586983521,124.9999999999999992817,950.00000000000000114654
150,1.500000,1,-7.8555861549188547673,4.9890874076308827124,0,1.2007166173327364171,1.41730902709057114496,0,-16830.4598832743586983521,124.9999999999999992817,950.00000000000000114654
150,1.500000,2,2.2195168502409631282,-6.62947336769181930097,0,-0.0287766246826771432,4.14287583859826140094,0,-16830.4598832743586983521,124.9999999999999992817,950.00000000000000114654
160,1.600000,0,10.07679049628091151613,2.2108686163328550808,0,-1.61587366249094645113,-2.5239222547578159793,0,-16830.45988319790135416196,124.99999999999999908927,950.00000000000000122244
160,1.600000,1,-7.72751311083159792627,5.12611689161670777275,0,1.3616068530796243248,1.32240738057545836317,0,-16830.45988319790135416196,124.99999999999999908927,950.00000000000000122244
160,1.600000,2,2.2173750039597824387,-6.2000527445095000978,0,-0.011843940554188047,4.44837342067355412633,0,-16830.45988319790135416196,124.99999999999999908927,950.00000000000000122244
170,1.700000,0,9.90156715612732563097,1.9525785111613310583,0,-1.8925704131822564665,-2.6431714577976922952,0,-16830.45988307501422549963,124.99999999999999892393,950.00000000000000132
170,1.700000,1,-7.5830749928562402122,5.25338154219817896106,0,1.5281971209339499464,1.2218812780254654292,0,-16830.45988307501422549963,124.99999999999999892393,950.00000000000000132
170,1.700000,2,2.2176543997884416147,-5.73918098935031941035,0,0.02032967813759785196,4.77241944891139298693,0,-16830.45988307501422549963,124.99999999999999892393,950.00000000000000132
180,1.800000,0,9.69737294058285858775,1.6819487941877811623,0,-2.19645056708156249817,-2.7709953416040774516,0,-16830.4598828693847299414,124.99999999999999875317,950.0000000000000013905
180,1.800000,1,-7.4216446613604291699,5.3702773547583902262,0,1.70166646702146492985,1.1148762990955953484,0,-16830.4598828693847299414,124.99999999999999875317,950.0000000000000013905
180,1.800000,2,2.22211286174934218946,-5.2448377915904398127,0,0.0727410398592381191,5.11841707155282132035,0,-16830.4598828693847299414,124.99999999999999875317,950.0000000000000013905
190,1.900000,0,9.46109590384439271796,1.3980336044290864038,0,-2.53589081670151812714,-2.90920041716236047743,0,-16830.45988250836303999,124.99999999999999861764,950.00000000000000150975
190,1.900000,1,-7.24246505737723840994,5.4761074482378238094,0,1.88344617291289030073,1.00038462179688616266,0,-16830.45988250836303999,124.99999999999999861764,950.00000000000000150975
190,1.900000,2,2.2331220186657578643,-4.7146337321429865527,0,0.1528658687986192057,5.49034818136043748616,0,-16830.45988250836303999,124.99999999999999861764,950.00000000000000150975
200,2.000000,0,9.1886069820060314286,1.0996973067426951848,0,-2.92317417367517758895,-3.0597413021402442511,0,-16830.4598818371815627602,124.9999999999999985011,950.0000000000000016209
200,2.000000,1,-7.0446199829605543927,5.5700652835343202229,0,2.0753040971992650956,0.87721607136164971166,0,-16830.4598818371815627602,124.9999999999999985011,950.0000000000000016209
200,2.000000,2,2.25398759092176017915,-4.14575427845301063435,0,0.2722616334515359287,5.8927006341173236268,0,-16830.4598818371815627602,124.9999999999999985011,950.0000000000000016209
210,2.100000,0,8.87425127491297027646,0.7856170309619811202,0,-3.37711699888451935515,-3.2242839148406115708,0,-16830.4598805021969375816,124.99999999999999834117,950.00000000000000176454
210,2.100000,1,-6.82699497516134844123,5.65121505847834165997,0,2.2794599381932499343,0.74397195354673049174,0,-16830.4598805021969375816,124.99999999999999834117,950.00000000000000176454
210,2.100000,2,2.2894894253948628478,-3.53492754241539234363,0,0.4495125099135733378,6.3299911814246190069,0,-16830.4598805021969375816,124.99999999999999834117,950.00000000000000176454
220,2.200000,0,8.50997341772616105717,0.4543702090477394051,0,-3.92803978410170963955,-3.40275675718993534654,0,-16830.45987763445493173587,124.99999999999999813246,950.00000000000000187296
220,2.200000,1,-6.5882247602695615185,5.71847014025492963166,0,2.4987393558692935964,0.5990354453675336848,0,-16830.45987763445493173587,124.99999999999999813246,950.00000000000000187296
220,2.200000,2,2.34683646721381744895,-2.8784905033161606346,0,0.71591690035732308647,6.8050443069663617907,0,-16830.45987763445493173587,124.99999999999999813246,950.00000000000000187296
230,2.300000,0,8.0837303518979472642,0.10479641983222698435,0,-4.627664315660360606,-3.58869685985770864604,0,-16830.4598709750619329292,124.99999999999999800236,950.00000000000000199493
230,2.300000,1,-6.32662334657048279485,5.7705726367857358357,0,2.73676462842999634184,0.4406122169746911826,0,-16830.4598709750619329292,124.99999999999999800236,950.00000000000000199493
230,2.300000,2,2.43744560154933229644,-2.172786450012996897,0,1.1270208476184393039,7.31333424127480625457,0,-16830.4598709750619329292,124.99999999999999800236,950.00000000000000199493
240,2.400000,0,7.5764564035492538538,-0.26274133795647105154,0,-5.5694098816512686978,-3.753674547658625867,0,-16830.45985485475507703807,124.99999999999999782346,950.00000000000000206
240,2.400000,1,-6.0400948789454948973,5.806082429912116591,0,2.9981323498081567388,0.2668966019655885381,0,-16830.45985485475507703807,124.99999999999999782346,950.00000000000000206
240,2.400000,2,2.58042309784278617194,-1.41565876829404461355,0,1.78665362832684029886,7.8239955736522916801,0,-16830.45985485475507703807,124.99999999999999782346,950.00000000000000206
250,2.500000,0,6.9561444477768456554,-0.6419557147995987111,0,-6.9264995406074413922,-3.7913385909697311423,0,-16830.4598211691955559179,124.99999999999999769336,950.00000000000000207625
250,2.500000,1,-5.72603515402786344957,5.8233946284787241098,0,3.28835861698850142286,0.07650069302894455995,0,-16830.4598211691955559179,124.99999999999999769336,950.00000000000000207625
250,2.500000,2,2.80948993991793940264,-0.6117634735021849559,0,2.8927539381496271003,8.2119050617115771712,0,-16830.4598211691955559179,124.99999999999999769336,950.00000000000000207625
260,2.600000,0,6.16819585703384147833,-1.00469611451724537293,0,-8.9674337005605790249,-3.3129810361870099326,0,-16830.45976255833672418147,124.99999999999999753344,950.00000000000000204914
260,2.600000,1,-5.38127678614328409327,5.82081722613204759366,0,3.6128740943315765049,-0.1308008812767445904,0,-16830.45976255833672418147,124.99999999999999753344,950.00000000000000204914
260,2.600000,2,3.1844631866173015722,0.20816433038300876756,0,4.7577470708758571112,8.01101882972255219,0,-16830.45976255833672418147,124.99999999999999753344,950.00000000000000204914
270,2.700000,0,5.14217227889190725966,-1.25040115473405577155,0,-11.5322828361095906897,-1.2001902662487898292,0,-16830.45833234351517605787,124.9999999999999973356,950.0000000000000021088
270,2.700000,1,-5.0022386126694725068,5.7966980264027064132,0,3.9737843480083633232,-0.3543520972084477131,0,-16830.45833234351517605787,124.9999999999999973356,950.0000000000000021088
270,2.700000,2,3.78342276813476177736,0.9264249381559953716,0,7.18592757691645483525,5.878062094473753687,0,-16830.45833234351517605787,124.9999999999999973356,950.0000000000000021088
280,2.800000,0,3.9202426793163066549,-1.1723244262009887581,0,-12.3954145290308836044,2.8620716935782063721,0,-16830.4590118857652254551,124.9999999999999971648,950.0000000000000021684
280,2.800000,1,-4.58541699833011639,5.7492353850499284403,0,4.36807425946599459435,-0.600029837154098948,0,-16830.4590118857652254551,124.9999999999999971648,950.0000000000000021684
280,2.800000,2,4.5494593818146414911,1.2981656183513153071,0,7.5119637677982700441,1.4455676745835304685,0,-16830.4590118857652254551,124.9999999999999971648,950.0000000000000021684
290,2.900000,0,2.7413722637798979548,-0.72221703970789076634,0,-11.03802771147541816036,5.7890759309387165241,0,-16830.4610090918659566914,124.9999999999999970022,950.00000000000000221177
290,2.900000,1,-4.1273318184630218611,5.67510364236977663156,0,4.8020381314780024603,-0.8940692505036653917,0,-16830.4610090918659566914,124.9999999999999970022,950.00000000000000221177
290,2.900000,2,5.1895505566975617774,1.2714738913838709732,0,5.1019646171100973519,-1.53756646621986211497,0,-16830.4610090918659566914,124.9999999999999970022,950.00000000000000221177
300,3.000000,0,1.7078431177455808488,-0.06790288906857789555,0,-9.73640536196447883296,7.13996199095822848944,0,-16830.4611241352325659707,124.99999999999999684226,950.0000000000000022958
300,3.000000,1,-3.6226866699002037515,5.567180542254818233,0,5.30655579444757319633,-1.2866205585593339829,0,-16830.4611241352325659707,124.99999999999999684226,950.0000000000000022958
300,3.000000,2,5.5714242645256697056,1.0605584908236206463,0,2.6318860043517428335,-2.45203738374307300896,0,-16830.4611241352325659707,124.99999999999999684226,950.0000000000000022958
310,3.100000,0,0.7705428013700018296,0.69161046314837167597,0,-9.1295815832086058725,8.0493769394566333605,0,-16830.46096964632547406565,124.9999999999999966715,950.00000000000000225514
310,3.100000,1,-3.06168909153054877943,5.4114022501374199528,0,5.9430353228567761476,-1.8749730579903073456,0,-16830.46096964632547406565,124.9999999999999966715,950.00000000000000225514
310,3.100000,2,5.73638900311098557674,0.8095433939745980657,0,0.758034318708129968,-2.48430082296540680155,0,-16830.46096964632547406565,124.9999999999999966715,950.00000000000000225514
320,3.200000,0,-0.1431788490366287654,1.55549377129431317795,0,-9.28669852244065414097,9.3876478847136089508,0,-16830.45889195456718089814,124.99999999999999660916,950.00000000000000214943
320,3.200000,1,-2.4254621316797078381,5.17722584526502989193,0,6.8445751297488878865,-2.9337431206146596219,0,-16830.45889195456718089814,124.99999999999999660916,950.00000000000000214943
320,3.200000,2,5.73764645586742859487,0.57440095296977037367,0,-0.6761970066192132401,-2.184439844549943413,0,-16830.45889195456718089814,124.99999999999999660916,950.00000000000000214943
330,3.300000,0,-1.12387508060335101486,2.65005520601870616905,0,-10.5600239980105166268,13.5332373863392922804,0,-16830.3120758686412026705,124.9999999999999965875,950.00000000000000212775
330,3.300000,1,-1.67283008309902140866,4.76795073540311495347,0,8.34631121881504500917,-5.9492192179666328285,0,-16830.3120758686412026705,124.9999999999999965875,950.00000000000000212775
330,3.300000,2,5.6097442463022597197,0.3776224290519456741,0,-1.851331396254461078,-1.7312902712672116367,0,-16830.3120758686412026705,124.9999999999999965875,950.00000000000000212775
340,3.400000,0,-1.20514951608016083627,4.7697766946683968372,0,19.4584734413434636247,13.7358233627853994902,0,-18172.45215312513529369896,124.999999999999996639,950.00000000000000207354
340,3.400000,1,-1.45809070411283741035,3.6467874224552788192,0,-11.06784698858744115063,-6.40040679861596651865,0,-18172.45215312513529369896,124.999999999999996639,950.00000000000000207354
340,3.400000,2,5.3707426866993003071,0.23205060597842191495,0,-2.9280435501547622919,-1.1622557978337396464,0,-18172.45215312513529369896,124.999999999999996639,950.00000000000000207354
350,3.500000,0,0.4177324847079297216,5.49882519292320429,0,14.08369396386028596347,4.56222448727247515516,0,-18177.4216158761838616949,124.99999999999999656037,950.0000000000000019407
350,3.500000,1,-2.32006384116432439195,3.41849075883786884784,0,-6.8991281814938399849,-0.6554964338376349999,0,-18177.4216158761838616949,124.99999999999999656037,950.0000000000000019407
350,3.500000,2,5.02483593244626820324,0.14812640258399092084,0,-3.98200202994343119706,-0.4947758038192271786,0,-18177.4216158761838616949,124.99999999999999656037,950.0000000000000019407
360,3.600000,0,1.7255363698570927179,5.8549742597368093126,0,12.31869154011733395195,2.77370832794190561396,0,-18177.4298155291105776557,124.99999999999999660645,950.00000000000000174557
360,3.600000,1,-2.91499636909947701195,3.3974584427201690423,0,-5.1712678921020898427,0.07540009570810164653,0,-18177.4298155291105776557,124.99999999999999660645,950.00000000000000174557
360,3.600000,2,4.57634982055054732273,0.13860569141952454363,0,-4.9741476423570390391,0.3358298341951303065,0,-18177.4298155291105776557,124.99999999999999660645,950.00000000000000174557
370,3.700000,0,2.9081906117866976675,6.07234054771241250177,0,11.4013097175448132162,1.6124683798308557131,0,-18177.43025177703304582933,124.9999999999999965956,950.0000000000000016019
370,3.700000,1,-3.37425821747771120297,3.4174995965823335124,0,-4.07267563562945569404,0.2829973098175566061,0,-18177.43025177703304582933,124.9999999999999965956,950.0000000000000016019
370,3.700000,2,4.0338360573158429259,0.22169206889690466956,0,-5.85075551692075562375,1.35564278653137125974,0,-18177.43025177703304582933,124.9999999999999965956,950.0000000000000016019
380,3.800000,0,4.0121878407483753026,6.18194771121352451066,0,10.68675676645656592346,0.597031319520686004,0,-18177.43030350183127168097,124.99999999999999661187,950.0000000000000014745
380,3.800000,1,-3.73719528003878204115,3.448546292939762403,0,-3.2101786919321810476,0.31932345286594619374,0,-18177.43030350183127168097,124.99999999999999661187,950.0000000000000014745
380,3.800000,2,3.4123260951717572711,0.41427941925219825494,0,-6.54578647426995323606,2.50878020141647365234,0,-18177.43030350183127168097,124.99999999999999661187,950.0000000000000014745
390,3.900000,0,5.04481674578474726387,6.1960057070891808835,0,9.9567906193628084947,-0.288394517913985406,0,-18177.43031769509320669963,124.9999999999999965929,950.0000000000000015721
390,3.900000,1,-4.01926510551595564207,3.4785389493133974046,0,-2.43850514588705967413,0.26936982626042916465,0,-18177.43031769509320669963,124.9999999999999965929,950.0000000000000015721
390,3.900000,2,2.7308970949870233979,0.72342304272886760405,0,-7.0588394806386627938,3.6612077342280099971,0,-18177.43031769509320669963,124.9999999999999965929,950.0000000000000015721
400,4.000000,0,6.0020806591160219862,6.1308939771620377769,0,9.1857245559572207458,-0.97713126668904337456,0,-18177.43032316536511007774,124.999999999999996517,950.00000000000000163986
400,4.000000,1,-4.22508780056297098573,3.50051072665764651735,0,-1.6727552502397880485,0.16157635651392244087,0,-18177.43032316536511007774,124.999999999999996517,950.00000000000000163986
400,4.000000,2,2.0026612500741213483,1.1420079194217909287,0,-7.51191001671704642164,4.68172007830179166246,0,-18177.43032316536511007774,124.999999999999996517,950.00000000000000163986
410,4.100000,0,6.882623216473220616,6.00789046629339652057,0,8.43406268629712530335,-1.4486907415194134198,0,-18177.43029659134275761897,124.9999999999999964709,950.00000000000000166967
410,4.100000,1,-4.3514212997665476365,3.5092532092228058686,0,-0.8340175384572504274,0.005479037886395465,0,-18177.43029659134275761897,124.9999999999999964709,950.00000000000000166967
410,4.100000,2,1.2234104798119209626,1.65387566384687360405,0,-8.1196436543334996088,5.5285666216277842734,0,-18177.43029659134275761897,124.9999999999999964709,950.00000000000000166967
420,4.200000,0,7.6914640888890833987,5.847142220390674834,0,7.7581828773657264853,-1.7411894872081594419,0,-18177.4301302947512700803,124.99999999999999642484,950.0000000000000017076
420,4.200000,1,-4.38562101110147098507,3.50003548329776446066,0,0.1972281641968374215,-0.19778050772283930776,0,-18177.4301302947512700803,124.99999999999999642484,950.0000000000000017076
420,4.200000,2,0.36436091331574764924,2.24336546559521416284,0,-9.16483014839317915536,6.2454322985509020911,0,-18177.4301302947512700803,124.99999999999999642484,950.0000000000000017076
430,4.300000,0,8.4375126106971020569,5.66371119485003730903,0,7.1790237165305090603,-1.9115440498803536166,0,-18177.4283436521924861128,124.9999999999999963842,950.00000000000000179707
430,4.300000,1,-4.29655425797966841013,3.4682448938076740881,0,1.7112857179608964746,-0.442439907517893005,0,-18177.4283436521924861128,124.9999999999999963842,950.00000000000000179707
430,4.300000,2,-0.6412174684731193774,2.9007057573261418639,0,-11.1951427521662245411,6.89024469338863175614,0,-18177.4283436521924861128,124.9999999999999963842,950.00000000000000179707
440,4.400000,0,9.13033817892584525486,5.4672800707256666095,0,6.69159699798514168243,-2.00799774330682100434,0,-18177.26965569659850325245,124.9999999999999963896,950.00000000000000181604
440,4.400000,1,-3.98881300278835548606,3.4152735328512040656,0,5.0801737703164853641,-0.50534628333373957673,0,-18177.26965569659850325245,124.9999999999999963896,950.00000000000000181604
440,4.400000,2,-1.9765424096919744803,3.61177155599703274453,0,-16.67422918415184368877,7.1192206019689164506,0,-18177.26965569659850325245,124.9999999999999963896,950.00000000000000181604
450,4.500000,0,9.7783080797835482692,5.2634120549464012987,0,6.27771489615473343054,-2.06499582723567760725,0,-47069.133115657454254393,124.9999999999999963679,950.00000000000000181875
450,4.500000,1,-3.53229507072744936945,4.1101594225330424912,0,-8.1969530565605437571,9.9728814060798966436,0,-47069.133115657454254393,124.9999999999999963679,950.00000000000000181875
450,4.500000,2,-3.52583856843084910955,2.9856185735048419517,0,7.72125762642329863166,-11.67319153826100082254,0,-47069.133115657454254393,124.9999999999999963679,950.00000000000000181875
460,4.600000,0,10.3875236361710720518,5.0549426879225790696,0,5.9135468015521361607,-2.1019464985694518559,0,-47073.92790016017107876053,124.9999999999999962812,950.0000000000000018865
460,4.600000,1,-4.23356845671188050125,4.6167733689217301119,0,-5.6458260706584771687,2.21028750623567630835,0,-47073.92790016017107876053,124.9999999999999962812,950.0000000000000018865
460,4.600000,2,-2.9446051413239016132,2.7038767104337909094,0,3.56623076532269549596,2.34381828705912487957,0,-47073.92790016017107876053,124.9999999999999962812,950.0000000000000018865
470,4.700000,0,10.96219655805654836594,4.8434638386839580129,0,5.58509177486718638733,-2.12546894581583416505,0,-47073.9296562679327470806,124.9999999999999962378,950.0000000000000019814
470,4.700000,1,-4.65159144162681591233,4.67056430535219230135,0,-2.55244884644048785905,-0.9750932243408426427,0,-47073.9296562679327470806,124.9999999999999962378,950.0000000000000019814
470,4.700000,2,-2.83177127473958945177,3.24082764394530423635,0,-1.60770220624774553354,8.10573053879251776284,0,-47073.9296562679327470806,124.9999999999999962378,950.0000000000000019814
480,4.800000,0,11.50552227202682682467,4.6302835068912205112,0,5.28627188901062125483,-2.136036497370073826,0,-47070.82346686209052371143,124.99999999999999625137,950.0000000000000020925
480,4.800000,1,-4.63048300606230795313,4.4252436593853500063,0,4.89594183269139117425,-3.89472032981407851986,0,-47070.82346686209052371143,124.99999999999999625137,950.0000000000000020925
480,4.800000,2,-3.4717573155200379306,4.31822120483690537017,0,-14.65622156565724963444,13.3737403905094299353,0,-47070.82346686209052371143,124.99999999999999625137,950.0000000000000020925
490,4.900000,0,12.02040123723312838917,4.4165950976488797489,0,5.01544818749280760576,-2.1365006407060369005,0,-174124.98275386317861777174,124.99999999999999624053,950.00000000000000207354
490,4.900000,1,-4.4094831332446529714,4.5386587090143224671,0,21.38512605420236654247,2.1628470191025583855,0,-174124.98275386317861777174,124.99999999999999624053,950.00000000000000207354
490,4.900000,2,-4.4374118448393787772,4.75050020659556385594,0,-44.0117647225556289184,2.47067613446263919505,0,-174124.98275386317861777174,124.99999999999999624053,950.00000000000000207354
500,5.000000,0,12.50934901895068627066,4.20320824212330236016,0,4.76699247024014816727,-2.13032813469685074523,0,367768.6106556180552169782,124.9999999999999962839,950.00000000000000200035
500,5.000000,1,-4.308933521279278796,4.37075584723939719996,0,15.3450277843755099882,-17.9713061137175300041,0,367768.6106556180552169782,124.9999999999999962839,950.00000000000000200035
500,5.000000,2,-5.1551384844381217528,5.688789584421122204,0,-32.84144097616409579434,38.70474476632777490967,0,367768.6106556180552169782,124.9999999999999962839,950.00000000000000200035
510,5.100000,0,12.97435719705806924637,3.99048574398053863425,0,4.5348242345108154138,-2.1258596296521388476,0,367739.0525073864429886962,124.9999999999999963327,950.00000000000000181875
510,5.100000,1,-2.8490671815865802953,2.686507134668643511,0,14.3873219411125346436,-16.49147752139511422025,0,367739.0525073864429886962,124.9999999999999963327,950.00000000000000181875
510,5.100000,2,-8.290907709613838627,9.35570426481979531603,0,-30.8389685754155408697,36.0356910940937722208,0,367739.0525073864429886962,124.9999999999999963327,950.00000000000000181875
520,5.200000,0,13.41645149492297194873,3.77747857575158538457,0,4.3070450532175179596,-2.13787421810131233313,0,367739.04794679662006448974,124.99999999999999625137,950.0000000000000017835
520,5.200000,1,-1.41131209013009577784,1.04669462502428457367,0,14.39248601489531589095,-16.3306386761097144924,0,367739.04794679662006448974,124.99999999999999625137,950.0000000000000017835
520,5.200000,2,-11.35938003167339400366,12.94297538405438530336,0,-30.57492889067259017025,35.7605986787190608932,0,367739.04794679662006448974,124.99999999999999625137,950.0000000000000017835
530,5.300000,0,13.8356953537861377714,3.5620747052695507844,0,4.0773583910375705456,-2.1748879962191353664,0,367739.0477432974001024548,124.9999999999999961077,950.0000000000000017998
530,5.300000,1,0.0319858809437429137,-0.58179988721244222137,0,14.480496540269223593,-16.2430618251243278236,0,367739.0477432974001024548,124.9999999999999961077,950.0000000000000017998
530,5.300000,2,-14.410409010242102638,16.5127501506589350552,0,-30.4577238417296871377,35.6473768806867525294,0,367739.0477432974001024548,124.9999999999999961077,950.0000000000000017998
540,5.400000,0,14.23186178830971030925,3.3414854446476839018,0,3.84599491606457858354,-2.2422892153193741604,0,367739.0477153827623052519,124.99999999999999595864,950.0000000000000017537
